p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.58581173489681e-29	1.79766214504942	0.369	0.111	1.82868304577052e-24	4	WARS
5.72044043682685e-29	0.898478193272623	0.918	0.642	1.87275779020837e-24	4	LY6E
8.58770966108666e-29	1.14170248842791	0.561	0.226	2.81144438884655e-24	4	ARRB2
1.3394850635667e-28	0.790818044485595	0.933	0.615	4.38520620110466e-24	4	CLIC1
1.91001855130092e-28	1.1019320603331	0.471	0.162	6.25301873324896e-24	4	DYNLT1
2.456170154011e-28	1.16887519311775	0.835	0.476	8.04100985020121e-24	4	SLC25A5
3.1082517158207e-28	1.42434328520171	0.408	0.134	1.01757944672538e-23	4	C4orf48
8.88044008333177e-28	1.26408994995911	0.424	0.139	2.90727847448115e-23	4	NCF1
2.015085638545e-27	1.75552224852249	0.337	0.102	6.59698736346861e-23	4	NAGK
3.58099783207184e-27	1.10259503191171	0.612	0.26	1.17234707026368e-22	4	CLTA
5.31048350058152e-27	1.00350174919432	0.337	0.094	1.73854608842038e-22	4	MS4A7
5.37293343807883e-27	1.54498446117001	0.329	0.095	1.75899094895825e-22	4	THEMIS2
7.06674770299389e-27	1.36449928702055	0.427	0.148	2.31351186300614e-22	4	ATP6V0D1
6.59370481763894e-26	1.17807939575816	0.612	0.287	2.15864708319863e-21	4	MT2A
6.84228618319187e-26	1.2162006897822	0.408	0.137	2.24002765065335e-21	4	HSBP1
8.48260047865656e-26	1.36163244987693	0.333	0.101	2.77703374470258e-21	4	TREX1
8.95780705719936e-26	0.73460978515672	0.929	0.683	2.93260687438593e-21	4	ZFP36
9.28287219590673e-26	0.432832477306098	1	0.994	3.03902669949595e-21	4	MT-CO1
1.82131778945145e-25	1.04739005056457	0.588	0.255	5.96263017910615e-21	4	CARD16
2.92866506866407e-25	0.606308751210451	0.984	0.843	9.58786370179245e-21	4	SERF2
1.6201558459064e-24	1.10751974155673	0.604	0.278	5.30406620832836e-20	4	RNH1
2.32025845133934e-24	0.888367856823565	0.714	0.352	7.59606211799473e-20	4	H3F3A
2.50438495913778e-24	0.919717703536716	0.835	0.514	8.19885547922528e-20	4	GPX4
2.78958777470658e-24	1.43634016586538	0.298	0.085	9.13255245683439e-20	4	YBX3
3.51188589067225e-24	0.810688116954203	0.663	0.311	1.14972120288828e-19	4	LAMTOR1
4.10459695183573e-24	1.08280408811389	0.667	0.34	1.34376295009198e-19	4	CSTB
5.60394648507491e-24	1.1515171729458	0.494	0.204	1.83462000028383e-19	4	GNAI2
1.12123179774577e-23	0.994616969222907	0.769	0.416	3.67068865946011e-19	4	BST2
1.30877666201286e-23	1.63682949791745	0.412	0.156	4.28467303609771e-19	4	NAAA
1.75535084555501e-23	1.2934261054521	0.294	0.087	5.74666759817799e-19	4	UBE2D1
2.29710722008083e-23	1.23541605941074	0.318	0.097	7.52026961710061e-19	4	ATOX1
2.97416356408842e-23	1.41403525294088	0.447	0.177	9.73681667611266e-19	4	SOD2
3.09419484871392e-23	0.536351108600518	0.992	0.838	1.01297750957196e-18	4	MYL6
6.11799487099321e-23	1.03762181639264	0.573	0.26	2.00290916086576e-18	4	SUPT4H1
7.37867024594053e-23	1.38886038750738	0.396	0.143	2.41562906511601e-18	4	BNIP3L
8.61534574027529e-23	1.63307129188371	0.294	0.088	2.82049188845133e-18	4	NR4A1
8.82948852405469e-23	1.65422291816303	0.267	0.075	2.89059795300502e-18	4	TNFRSF1A
9.11738907124268e-23	1.23644510762721	0.58	0.263	2.98485083414343e-18	4	NDUFS7
1.57358787121314e-22	1.00721240390178	0.584	0.262	5.15161197277759e-18	4	PPP4C
2.29005253881515e-22	1.87443216522429	0.275	0.08	7.49717400157303e-18	4	C5AR1
2.47996571756968e-22	1.68272084275602	0.427	0.165	8.11891176617961e-18	4	RILPL2
3.356461847348e-22	1.24207361669207	0.455	0.182	1.09883847958479e-17	4	GLIPR1
4.22939509186719e-22	1.05730116385072	0.647	0.315	1.38461936517548e-17	4	UBE2L6
4.56554547990427e-22	1.54692758108392	0.294	0.091	1.49466827921106e-17	4	MIR24-2
6.17320085153589e-22	0.74049279205818	0.796	0.456	2.02098249477582e-17	4	TCEB2
2.25171710392945e-21	0.974932428957589	0.459	0.184	7.37167145484424e-17	4	TIMM13
3.1187682537763e-21	1.49054844676849	0.263	0.076	1.02102235092128e-16	4	RNPEP
3.30665827120437e-21	0.744091614870657	0.816	0.542	1.08253378482689e-16	4	RHOA
6.70289300499386e-21	0.790363839707462	0.773	0.459	2.19439311197489e-16	4	FOSB
8.36253245917073e-21	1.79956382960867	0.275	0.084	2.73772587648331e-16	4	GRINA
8.78992575332116e-21	0.464366789463953	0.251	0.069	2.87764589312228e-16	4	IGFBP7
1.10294294304624e-20	1.39034847167983	0.318	0.106	3.61081460694477e-16	4	AOAH
1.26216070459561e-20	0.934974437725939	0.576	0.27	4.13206171470512e-16	4	ARF5
1.2851940542883e-20	1.23088144876355	0.369	0.135	4.20746829492905e-16	4	COMT
1.45699332396829e-20	1.45720856306963	0.596	0.289	4.76990474400739e-16	4	CASP4
1.5049056687063e-20	1.27662563235435	0.314	0.104	4.92676017821069e-16	4	LYST
1.81162919661931e-20	1.03745238306052	0.506	0.217	5.93091166389231e-16	4	SDCBP
1.86793875126421e-20	1.5538032909362	0.412	0.161	6.11525788388877e-16	4	UQCRC1
2.46051083325941e-20	1.3039025026459	0.341	0.12	8.05522036592465e-16	4	PLSCR1
2.76425313349999e-20	0.666178663271159	0.843	0.523	9.04961190845228e-16	4	BRK1
3.03378349818219e-20	0.652105280013629	0.855	0.522	9.93200041634885e-16	4	SERP1
4.58589938670887e-20	0.645711287018235	0.831	0.515	1.50133174122075e-15	4	ATP5D
5.20458760603339e-20	1.04789712113394	0.447	0.189	1.70387789046321e-15	4	ATG3
8.62203849272743e-20	0.8620530669101	0.576	0.267	2.82268296174911e-15	4	NOP10
1.24553874931025e-19	0.693797675083951	0.757	0.441	4.0776447574919e-15	4	ITGB2
2.10190544796877e-19	1.17359961138426	0.29	0.093	6.88121805556017e-15	4	C9orf89
2.38289406999694e-19	1.24940584307223	0.306	0.106	7.80111860635597e-15	4	NAPRT1
2.50863691484653e-19	0.785980104698331	0.722	0.395	8.21277553182458e-15	4	PKM
2.56747924515689e-19	0.84395182320902	0.549	0.247	8.40541355279462e-15	4	VASP
4.00067434985011e-19	1.31261303712975	0.294	0.098	1.30974076865393e-14	4	CD4
5.32237363759292e-19	0.463186935629579	1	0.917	1.74243868147517e-14	4	PFDN5
5.38823552841125e-19	1.40179355005696	0.349	0.137	1.76400054729127e-14	4	LAP3
7.22657007890799e-19	1.22310712146976	0.278	0.089	2.3658345124329e-14	4	MIDN
7.39067735065592e-19	1.01888773678356	0.482	0.216	2.41955995105774e-14	4	DOK2
7.72365372877929e-19	1.13953975979419	0.392	0.16	2.52856975772776e-14	4	EPSTI1
8.11796509350242e-19	1.20685673932261	0.298	0.101	2.65765941231082e-14	4	MAPKAPK3
1.0184806576425e-18	0.640968415634358	0.816	0.49	3.33430197699001e-14	4	LAMTOR4
2.01582162168641e-18	0.900304913106383	0.514	0.241	6.59939682507697e-14	4	GNB2
2.38618608926353e-18	0.865882843634434	0.843	0.534	7.81189601903095e-14	4	PSMA7
4.92125508769835e-18	1.0460309817144	0.522	0.245	1.61112049061069e-13	4	CASP1
1.06798422211316e-17	0.900162305847021	0.416	0.17	3.49636674635406e-13	4	PPT1
1.3261466143121e-17	1.17572346413998	0.286	0.099	4.34153878593494e-13	4	LYL1
1.54373505364739e-17	1.34279568419648	0.306	0.111	5.05387981863081e-13	4	CAPNS1
1.89177330451539e-17	0.72502940542216	0.698	0.384	6.19328744432248e-13	4	NDUFA11
2.24043977662964e-17	1.08114129601963	0.384	0.156	7.33475174073011e-13	4	CHMP4B
2.36293684844292e-17	0.83759809556171	0.416	0.172	7.73578265443243e-13	4	OAS1
4.47001175680869e-17	0.545904011852769	0.969	0.785	1.46339244894403e-12	4	ARPC2
5.20928103626994e-17	1.11922811432458	0.275	0.095	1.70541442565405e-12	4	TXNDC17
6.66338028630561e-17	0.553048814323739	0.953	0.82	2.18145743813073e-12	4	SLC25A6
8.99693111298753e-17	0.611870336218602	0.922	0.715	2.94541530776986e-12	4	EMP3
9.00810116863207e-17	0.472820956109925	0.957	0.803	2.94907216058677e-12	4	YBX1
1.25179119552732e-16	0.94682620614462	0.467	0.22	4.09811401591734e-12	4	SAMHD1
4.02305550265158e-16	0.940868467094696	0.318	0.124	1.31706791045808e-11	4	TNFRSF1B
6.23225163936817e-16	1.07930222935885	0.286	0.105	2.04031454169635e-11	4	COMMD9
6.31460695376678e-16	0.925637572299921	0.435	0.203	2.06727602452417e-11	4	LAMTOR2
7.71603609595176e-16	1.29565053399559	0.263	0.091	2.52607589709269e-11	4	HEXB
8.34084885438613e-16	1.35457487630394	0.278	0.104	2.73062709794893e-11	4	CBR1
9.37803635369268e-16	0.880589964793058	0.451	0.209	3.07018154147191e-11	4	NDUFS6
1.14983367126354e-15	0.818908282637393	0.537	0.263	3.76432547298259e-11	4	UQCRFS1
1.37367776225243e-15	1.0025585042928	0.392	0.173	4.49714625806201e-11	4	SERPINB6
2.34541424951248e-15	0.590744749465327	0.718	0.441	7.67841717005397e-11	4	SNX3
4.17588899777017e-15	0.966849784334514	0.388	0.172	1.36710254009e-10	4	POLE4
4.55584613559467e-15	0.942448590709623	0.282	0.105	1.49149290787098e-10	4	DHRS4L2
5.03409425287706e-15	1.04617866182327	0.318	0.126	1.64806177650689e-10	4	SQRDL
1.01855797001227e-14	1.09240444979116	0.329	0.139	3.33455508222618e-10	4	EIF4E2
1.06743339506422e-14	1.1389043630635	0.376	0.171	3.49456344876123e-10	4	MYADM
1.14313809655022e-14	0.680678859241491	0.494	0.239	3.74240550048611e-10	4	REEP5
1.24969248146523e-14	0.3255607929294	0.996	0.94	4.09124324582087e-10	4	PFN1
1.40669534452329e-14	0.887424002961634	0.322	0.129	4.60523921890036e-10	4	STX10
2.11939414650645e-14	0.990205999162509	0.341	0.143	6.93847255683282e-10	4	TMEM179B
2.29554586845187e-14	0.769931791798082	0.6	0.334	7.51515806413774e-10	4	POLR2L
2.6909562364682e-14	0.991869313903727	0.333	0.142	8.80965252694958e-10	4	POU2F2
3.85922623622143e-14	0.802269134293118	0.373	0.165	1.26343348521417e-09	4	GRB2
5.47649191907729e-14	0.709750466684007	0.584	0.322	1.79289392446752e-09	4	WDR83OS
7.09198286806098e-14	0.577132591161655	0.631	0.361	2.3217733513458e-09	4	ID2
7.24085425269641e-14	1.01150107243908	0.573	0.306	2.37051086524775e-09	4	SEC11A
1.13663911817387e-13	0.795528527517422	0.294	0.12	3.72112914507763e-09	4	PRDX3
1.21106149667018e-13	1.02405866386449	0.282	0.111	3.96477312779885e-09	4	RTN3
1.30294556223084e-13	1.24942457036025	0.369	0.162	4.26558318163134e-09	4	SSR3
1.38766870788734e-13	1.7907026478566	0.318	0.137	4.54294981588159e-09	4	TMEM14C
1.40884724642507e-13	0.906336707885807	0.329	0.138	4.61228411534641e-09	4	SPINT2
1.65507612111645e-13	1.21157138465365	0.361	0.164	5.41838820531105e-09	4	IFI35
2.15088879460777e-13	0.693972894380787	0.631	0.362	7.0415797357869e-09	4	COX8A
2.25745812185434e-13	0.729570114009123	0.412	0.197	7.39046639932675e-09	4	SDHB
2.68148204915821e-13	0.873827854564722	0.38	0.173	8.77863593253415e-09	4	CLTB
3.19260833248205e-13	1.43010862632149	0.388	0.181	1.04519611588797e-08	4	IDH3G
3.6036447468672e-13	1.10166778865154	0.329	0.138	1.17976121722938e-08	4	LYN
4.20050645134334e-13	0.792844043150006	0.341	0.146	1.37516180204078e-08	4	IFI27L2
4.35909559380678e-13	0.782558818189091	0.4	0.185	1.42708071550046e-08	4	MT-ND3
4.46614335395435e-13	0.624430614927571	0.749	0.479	1.46212601121757e-08	4	COX5B
5.24162095295906e-13	0.986433598976892	0.357	0.158	1.71600186757974e-08	4	ABI3
5.80523434014809e-13	0.605551927161385	0.549	0.3	1.90051761827768e-08	4	HMGB2
7.14531941897821e-13	0.719882320487751	0.494	0.253	2.33923467138508e-08	4	ZNHIT1
9.13493101408267e-13	0.612069368582149	0.773	0.517	2.99059371539039e-08	4	CALM2
9.86681585311246e-13	0.996018146908243	0.478	0.247	3.23019817399196e-08	4	HSD17B11
1.73763717990721e-12	0.771132361348604	0.353	0.158	5.68867659958023e-08	4	SPG21
1.77671074723445e-12	0.7401299650512	0.733	0.471	5.81659564429614e-08	4	HIGD2A
1.91820852908376e-12	0.835632630420703	0.353	0.159	6.2798310825144e-08	4	LSMD1
1.95192544022623e-12	0.500090434858719	0.549	0.289	6.39021350621264e-08	4	BLOC1S1
2.07184891156361e-12	1.16401899455106	0.251	0.097	6.78281896667696e-08	4	IQGAP1
2.61828164632031e-12	0.824595027805001	0.455	0.241	8.57173045372343e-08	4	CHMP1B
2.65764010955162e-12	0.720695067035584	0.612	0.359	8.7005821906501e-08	4	PSMB3
2.74318031733048e-12	0.831990429267524	0.357	0.161	8.98062372287654e-08	4	NDUFB1
2.82833940577892e-12	0.770759539822751	0.329	0.148	9.25941754663904e-08	4	PHPT1
3.21340060272565e-12	0.649184514280026	0.384	0.175	1.05200308932032e-07	4	CYC1
3.40644197796529e-12	0.989740526593523	0.298	0.126	1.11520097474628e-07	4	HM13
4.59021885771547e-12	0.41518261965544	0.761	0.504	1.50274584963889e-07	4	ARPC5
6.44619476748351e-12	0.59648642366328	0.675	0.418	2.11035524297875e-07	4	SH3BGRL
1.23208640138849e-11	1.17948774706479	0.404	0.207	4.03360446086563e-07	4	VAMP5
1.29385617364263e-11	0.851095131477726	0.294	0.127	4.23582634127125e-07	4	PTPN18
1.43072900346702e-11	0.530506959145128	0.706	0.436	4.68392061155032e-07	4	NDUFA13
1.87106846977242e-11	0.796004665616722	0.271	0.112	6.12550395634095e-07	4	CD300A
2.25993069071032e-11	0.702118278233976	0.51	0.279	7.39856109524745e-07	4	GNAS
2.74971447264077e-11	0.521644391679491	0.796	0.553	9.00201524053137e-07	4	COX6B1
3.09575320559682e-11	0.602467940381858	0.471	0.25	1.01348768444829e-06	4	RGS19
3.19466097637322e-11	0.848257494812818	0.337	0.158	1.04586811044506e-06	4	ZFAND5
3.505381195508e-11	0.453538256448245	0.686	0.412	1.14759169578541e-06	4	COPE
4.05389497121194e-11	0.361704256402678	0.965	0.911	1.32716413567537e-06	4	CFL1
4.56173467790758e-11	0.814154480922785	0.341	0.161	1.49342069885338e-06	4	BAG1
4.74327098507144e-11	0.710895930775261	0.396	0.2	1.55285205509269e-06	4	RNF181
4.91046430209007e-11	0.644693503197101	0.49	0.274	1.60758780321825e-06	4	GNG5
5.17281874518887e-11	1.25740229903582	0.369	0.183	1.69347740079993e-06	4	TGFB1
6.22928076913797e-11	0.735133221237536	0.325	0.148	2.03934193820039e-06	4	CAST
7.58893070211423e-11	0.889232141931563	0.286	0.129	2.48446413325816e-06	4	PSMA4
8.02871309138743e-11	0.809039016844056	0.318	0.149	2.62844009185842e-06	4	IRF7
9.09943625114992e-11	0.679722667257283	0.29	0.129	2.97897343990146e-06	4	YWHAE
1.0645121588759e-10	0.938505518040202	0.263	0.113	3.48499990572792e-06	4	TLN1
1.34993610162858e-10	0.86313864601861	0.494	0.27	4.41942080951165e-06	4	MRPL23
1.9960453001563e-10	0.154076829054614	1	1	6.53465310365171e-06	4	TMSB4X
2.06758258498657e-10	0.745282724666523	0.467	0.255	6.76885186672902e-06	4	AHNAK
2.25903601161478e-10	0.560890264764365	0.51	0.286	7.39563209482448e-06	4	SRSF9
2.33759255901414e-10	0.596556852649448	0.447	0.232	7.6528105197005e-06	4	RNF7
2.34967050458723e-10	0.753007494429662	0.259	0.109	7.69235129791768e-06	4	SCNM1
2.94513224839705e-10	0.473937837745406	0.788	0.521	9.64177395480226e-06	4	LSP1
3.22592967606688e-10	0.564013482880637	0.663	0.425	1.05610485735078e-05	4	C11orf31
3.42633559934861e-10	0.608727660097569	0.357	0.175	1.12171374851475e-05	4	SNF8
4.46742898083508e-10	0.631580546038557	0.322	0.152	1.46254689974579e-05	4	SMS
4.53375365423173e-10	0.649945153214385	0.376	0.187	1.48426027132238e-05	4	OXA1L
5.16036341133328e-10	0.85954140319053	0.345	0.177	1.68939977360229e-05	4	COX17
1.09128253219758e-09	0.468177328849255	0.376	0.19	3.57264075390843e-05	4	SQSTM1
1.11978744675134e-09	0.648116184433226	0.4	0.21	3.66596014317455e-05	4	C1orf43
2.03350989467431e-09	0.706559310505538	0.427	0.229	6.65730469318475e-05	4	ANAPC11
2.15355815623668e-09	0.570068560156953	0.573	0.333	7.05031869188765e-05	4	COX5A
2.44406495076977e-09	0.681712947713142	0.459	0.255	8.00137983583008e-05	4	TMEM219
2.67607910835445e-09	0.739035747449544	0.388	0.208	8.76094778493078e-05	4	CD97
3.62904399366567e-09	0.647691166579452	0.29	0.139	0.000118807642264627	4	JUND
3.70138833185312e-09	0.420341186892932	0.424	0.224	0.000121176051208207	4	RTN4
3.84232188346695e-09	0.780844058337792	0.322	0.16	0.000125789933820941	4	NMI
5.17059236176076e-09	0.620783997615154	0.259	0.116	0.000169274852739324	4	CALCOCO2
5.28334689375566e-09	0.725610733191349	0.259	0.119	0.000172966210607773	4	MYD88
6.25381345977163e-09	0.340275285997262	0.541	0.32	0.000204737345046004	4	DYNLL1
6.85809056849575e-09	0.706800404441576	0.29	0.139	0.000224520169031414	4	PARVG
8.38308219126971e-09	0.388929844884055	0.894	0.727	0.000274445344777788	4	EIF3K
9.36035252353863e-09	0.496135959669607	0.6	0.389	0.000306439220915608	4	MCL1
9.4669363062681e-09	0.962953487056971	0.278	0.135	0.000309928560794605	4	AKR1A1
1.00365807513724e-08	0.761855630989462	0.322	0.167	0.000328577580638429	4	PSMB4
1.19138042279429e-08	0.667296669575684	0.267	0.127	0.000390034122814395	4	ETHE1
1.2353646841699e-08	0.504232916554802	0.471	0.268	0.000404433690303542	4	PRDX6
1.25258359157781e-08	0.86248250072609	0.259	0.123	0.000410070816210744	4	VMP1
1.42597717461635e-08	0.673487616708536	0.255	0.117	0.000466836407425902	4	MGAT1
1.51699837494426e-08	0.44671892567328	0.62	0.386	0.000496634927989252	4	NDUFB11
1.89474112805958e-08	0.482531301588671	0.353	0.181	0.000620300350504146	4	ENY2
1.89511418942609e-08	0.671492509307178	0.353	0.183	0.000620422483334315	4	LYSMD2
2.07658832495765e-08	0.558879028952698	0.729	0.536	0.000679833485824635	4	PSME2
2.380488945004e-08	0.805488203391047	0.251	0.119	0.000779324470815408	4	NAPA
2.56015500753115e-08	0.750217538575498	0.298	0.15	0.000838143546365548	4	LTA4H
2.60078512194856e-08	0.474902974499084	0.667	0.423	0.000851445033223519	4	UBL5
3.44725479404982e-08	0.662031996811224	0.275	0.135	0.00112856227447603	4	CHCHD5
3.72068304426122e-08	0.763647788181992	0.267	0.129	0.00121807721503024	4	EVI2A
3.74893111203534e-08	0.667060145832212	0.263	0.126	0.00122732506745813	4	XRN2
4.03374187229858e-08	0.575081103159246	0.78	0.544	0.00132056641415311	4	ENO1
4.72066558673919e-08	0.675823372702435	0.388	0.222	0.00154545149978668	4	PGAM1
6.16172006289746e-08	1.62872426728534	0.286	0.144	0.00201722391419137	4	DNAJC7
7.03043046465406e-08	0.524897342607789	0.38	0.211	0.00230162232551845	4	EIF6
7.24918927638382e-08	0.649783967828727	0.38	0.211	0.00237323958530253	4	MRPL54
7.30627098198966e-08	0.441490931547191	0.404	0.22	0.00239192699408377	4	MYO1F
8.70664234723484e-08	0.394284751644545	0.486	0.284	0.00285038057163774	4	FAM49B
1.28877699930203e-07	0.298731200604051	0.529	0.324	0.00421919814031499	4	CSNK2B
1.66052040201859e-07	0.413097876133364	0.49	0.288	0.00543621169212845	4	BAX
1.667111174479e-07	0.585449134311582	0.306	0.16	0.00545778856300934	4	FIBP
1.82808394148527e-07	0.597901536954895	0.298	0.155	0.00598478120763447	4	C14orf2
2.01561411120753e-07	0.495135661357834	0.361	0.197	0.00659871747727121	4	LSM10
2.25069461438038e-07	0.456923424944638	0.612	0.414	0.0073683240285585	4	ATP5G3
2.3338816063573e-07	1.19581404141965	0.267	0.139	0.00764066160289251	4	RAB10
3.19224211615246e-07	0.564982845253812	0.294	0.154	0.0104507622398599	4	SHKBP1
3.53813816995628e-07	0.441680616598183	0.286	0.149	0.0115831567408029	4	SMAP2
3.55333877647381e-07	0.181096525126253	1	0.982	0.01163292048642	4	EIF1
3.55839022463035e-07	0.672650509031985	0.463	0.276	0.0116494579173948	4	RBX1
3.83457841348846e-07	0.717823568623379	0.498	0.316	0.0125536428100785	4	NDUFB10
4.0331635958214e-07	0.416830068953835	0.514	0.314	0.0132037709800001	4	FIS1
4.28587906619886e-07	0.477743014185908	0.306	0.16	0.0140311108869218	4	RNASEH2C
5.74404572788693e-07	0.592544204843293	0.518	0.342	0.0188048569039562	4	LRRFIP1
5.94059367035601e-07	0.384312933099817	0.478	0.294	0.0194483155580115	4	OSTF1
6.80275154650367e-07	0.554174625396267	0.29	0.155	0.0222708480129437	4	MIR142
7.98745195040035e-07	0.529932912995127	0.357	0.205	0.0261493201952207	4	C19orf10
8.12958408431879e-07	0.50775410409005	0.345	0.196	0.0266146323752429	4	HADHA
8.14237784895934e-07	0.342936234902063	0.69	0.469	0.0266565166019231	4	PARK7
8.29967869464655e-07	0.564049296736586	0.278	0.144	0.0271714881105339	4	MRPL14
8.44677195295444e-07	0.401691360958765	0.404	0.229	0.0276530420195823	4	HN1
9.02359131691437e-07	0.599768409564781	0.341	0.192	0.0295414332533143	4	CD55
9.19567155494222e-07	0.375761822900246	0.796	0.572	0.0301047895365699	4	ANXA1
1.02306236901588e-06	0.311857726431306	0.871	0.681	0.0334930158368419	4	CD48
1.02524965108346e-06	0.548405524403507	0.69	0.483	0.0335646230771704	4	NEDD8
1.34393076656379e-06	0.51706782156189	0.345	0.198	0.0439976054357652	4	XAF1
1.38946517790318e-06	0.442801588311992	0.337	0.191	0.0454883109941943	4	MRPL51
1.51708465624513e-06	0.387381161598191	0.655	0.448	0.049666317476153	4	PSMB1
1.5783368835528e-06	0.426410770832706	0.498	0.308	0.0516715928937515	4	ATP5J2
1.60699922580241e-06	0.32284071925422	0.412	0.24	0.0526099406543194	4	ERGIC3
1.6892910145748e-06	0.515080554687806	0.353	0.205	0.0553040092351497	4	PSMB2
1.81428112259155e-06	0.584341411921804	0.267	0.142	0.059395935391402	4	VIMP
1.83896747898769e-06	0.404400000397565	0.471	0.289	0.0602041173270989	4	PRDX1
1.88560645124156e-06	0.460534864104601	0.753	0.549	0.0617309840007463	4	UQCR11.1
1.92310952147688e-06	0.327249643000497	0.984	0.896	0.0629587595141102	4	COX4I1
1.97546658241809e-06	0.164504906853839	0.302	0.172	0.0646728249752033	4	FERMT3
1.99274093879806e-06	0.53660906528485	0.408	0.25	0.0652383528543708	4	CHMP2A
2.00132860154648e-06	0.557765447637089	0.322	0.184	0.0655194957574287	4	WASF2
2.16596343366957e-06	0.389907664153175	0.278	0.149	0.0709093108914743	4	DRAM2
2.25818950943071e-06	0.752210603866056	0.286	0.154	0.0739286081597424	4	NDUFS3
2.31534467335754e-06	0.483515050487147	0.467	0.298	0.0757997539163792	4	ZNF706
2.39876579606403e-06	0.397696860414293	0.439	0.27	0.0785307946315441	4	MSN
2.39956346962395e-06	0.382132602810207	0.404	0.242	0.0785569088685488	4	NDUFC2
2.7868835139893e-06	0.743696728699009	0.278	0.151	0.0912369924809816	4	NDUFA7.1
2.87461961187012e-06	0.377905596028219	0.365	0.206	0.0941092968534041	4	WAS
2.88035409649878e-06	0.321986911398544	0.518	0.332	0.0942970324111769	4	NDUFB2
2.94503746913024e-06	0.267480734569836	0.914	0.736	0.0964146366643859	4	ATP5E
2.94685346474723e-06	0.485912678526173	0.353	0.198	0.0964740887288947	4	FLNA
3.6802111242552e-06	0.346183695483596	0.702	0.481	0.120482751785867	4	ARL6IP4
4.20201823192151e-06	0.399286619812113	0.686	0.48	0.137565672876647	4	RNASET2
4.61518455036841e-06	0.352006772858448	0.98	0.882	0.151091911809961	4	DUSP1
5.09468382265993e-06	0.375761176326621	0.31	0.175	0.166789758986241	4	DECR1
5.10625958985016e-06	0.711030762720898	0.341	0.198	0.167168726452515	4	CAPZA2
5.17751900371057e-06	0.432067704775519	0.345	0.2	0.169501617143477	4	SNX2
5.62238093921453e-06	0.187588053237604	0.945	0.776	0.184065507188005	4	LAPTM5
5.8783702680147e-06	0.37111342902542	0.314	0.177	0.192446085834265	4	C19orf24
6.12429456673415e-06	0.400545375590015	0.376	0.227	0.200497155525743	4	NDUFS8
6.29177660655234e-06	1.20134057247884	0.294	0.165	0.205980182545311	4	ERP44
7.60397026139107e-06	0.398340924329511	0.58	0.389	0.248938778417421	4	ATP5B
8.1876859506793e-06	0.537575749901451	0.298	0.17	0.268048462653339	4	C7orf73
8.21737135510105e-06	0.449885215818335	0.384	0.239	0.269020303423298	4	METTL9
8.53464000002719e-06	0.381529361632155	0.341	0.205	0.27940704432089	4	MX1
8.7169919800722e-06	0.212150819671566	0.859	0.683	0.285376883443604	4	GMFG
9.65303839699593e-06	0.321629367731797	0.435	0.267	0.316021171040853	4	ATP5EP2
9.77370917566218e-06	0.506602726917108	0.427	0.276	0.319971690992829	4	ATP5I
1.07868176937479e-05	0.412900327107909	0.314	0.181	0.353138837657919	4	TMEM147
1.08100583943055e-05	0.986682100607682	0.318	0.184	0.353899691712773	4	PFDN2
1.18502270233433e-05	0.499215408988544	0.271	0.154	0.387952732290212	4	TXN2
1.19061264725169e-05	0.409316274859714	0.51	0.333	0.389782768457258	4	UQCR10
1.21400302220696e-05	0.421242220819391	0.561	0.377	0.397440309410113	4	SF3B5
1.37991519483589e-05	0.280214249765449	0.369	0.224	0.451756636485373	4	ALKBH7
1.38837879180105e-05	0.580405595547863	0.337	0.204	0.454527448859826	4	CKLF
1.51918525836005e-05	0.404433232417838	0.455	0.299	0.497350869881914	4	RAB7A
1.60348664816056e-05	0.330870278715031	0.275	0.155	0.524949458874803	4	ATP1B3
1.63048202813985e-05	0.274663402976038	0.447	0.28	0.533787206372424	4	PTPN6
1.64075308809381e-05	0.366577702947229	0.388	0.245	0.537149745980152	4	NDUFA2
1.66956039853974e-05	0.38707013132109	0.318	0.185	0.546580683273941	4	MOB1A
1.71181092708825e-05	0.214221560280442	0.271	0.152	0.56041266131015	4	DDX46
1.80924068985888e-05	0.462663435730497	0.267	0.15	0.592309217045999	4	TGOLN2
1.87713975167145e-05	0.940631263549728	0.29	0.168	0.6145380119022	4	EMC7
1.91361413768757e-05	0.116277571083974	0.639	0.442	0.626478996396155	4	PSMB8
2.07574179670406e-05	0.208747500406247	1	0.911	0.679556349404974	4	FOS
2.09394704424332e-05	0.515323458068742	0.278	0.16	0.685516383344377	4	AUP1
2.16830909036649e-05	0.67330594438655	0.278	0.155	0.709861030004181	4	TRAPPC2L
2.27156120493012e-05	0.368341382751483	0.388	0.241	0.743663707270024	4	MRPL20
2.38135272600077e-05	0.211212964599768	0.996	0.944	0.779607255438131	4	RPS11
2.58795422494193e-05	0.567285873929598	0.467	0.301	0.84724445416149	4	PSMB7
2.60859117216138e-05	0.488886275743994	0.639	0.441	0.854000577942191	4	PCBP1
2.69915249262789e-05	0.199285536398971	0.698	0.493	0.883648543036519	4	TAGLN2
2.71637976804009e-05	0.387638235631995	0.424	0.268	0.889288408460966	4	RAB5C
2.74490386164067e-05	0.42498264835539	0.314	0.186	0.898626626223923	4	YWHAH
2.81562341387561e-05	0.423541541646457	0.376	0.232	0.921778793234597	4	MRFAP1
3.01842570788931e-05	0.522888351754208	0.271	0.157	0.988172208248803	4	RNF166
